layer,refusal_rate,refusals,total_samples,model,dataset,input_source,run_dir,results_jsonl,summary_json
11,0.935,187,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer11,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer11/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer11/summary.json
12,0.945,189,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer12,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer12/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer12/summary.json
13,0.97,194,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer13,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer13/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer13/summary.json
14,0.96,192,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer14,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer14/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer14/summary.json
15,0.97,194,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer15,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer15/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer15/summary.json
16,0.975,195,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer16,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer16/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer16/summary.json
17,0.98,196,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer17,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer17/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer17/summary.json
18,0.98,196,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer18,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer18/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer18/summary.json
19,0.98,196,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer19,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer19/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer19/summary.json
20,0.98,196,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer20,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer20/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer20/summary.json
21,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer21,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer21/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer21/summary.json
22,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer22,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer22/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer22/summary.json
23,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer23,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer23/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer23/summary.json
24,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer24,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer24/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer24/summary.json
25,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer25,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer25/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer25/summary.json
26,0.99,198,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer26,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer26/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer26/summary.json
27,0.98,196,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer27,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer27/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer27/summary.json
28,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer28,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer28/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer28/summary.json
29,0.99,198,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer29,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer29/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer29/summary.json
30,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer30,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer30/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer30/summary.json
31,0.985,197,200,mistralai/Mistral-7B-Instruct-v0.2,thu-coai/AISafetyLab_Datasets:harmbench:standard,thu-coai/AISafetyLab_Datasets,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer31,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer31/results.jsonl,./outputs/mistral_harmbench/mistralai-Mistral-7B-Instruct-v0.2_AISafetyLab_Datasets_harmbench_standard_layer31/summary.json
