layer,refusal_rate,refusals,total_samples,model,dataset,input_source,run_dir,results_jsonl,summary_json
10,0.984828,5712,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer10,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer10/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer10/summary.json
11,0.988276,5732,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer11,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer11/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer11/summary.json
12,0.99,5742,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer12,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer12/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer12/summary.json
13,0.992586,5757,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer13,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer13/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer13/summary.json
14,0.992414,5756,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer14,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer14/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer14/summary.json
15,0.991207,5749,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer15,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer15/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer15/summary.json
16,0.991897,5753,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer16,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer16/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer16/summary.json
17,0.991034,5748,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer17,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer17/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer17/summary.json
18,0.990517,5745,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer18,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer18/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer18/summary.json
19,0.989655,5740,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer19,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer19/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer19/summary.json
20,0.990172,5743,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer20,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer20/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer20/summary.json
21,0.987931,5730,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer21,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer21/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer21/summary.json
22,0.985172,5714,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer22,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer22/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer22/summary.json
23,0.981034,5690,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer23,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer23/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer23/summary.json
24,0.977931,5672,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer24,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer24/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer24/summary.json
25,0.978103,5673,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer25,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer25/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer25/summary.json
26,0.981379,5692,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer26,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer26/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer26/summary.json
27,0.982069,5696,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer27,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer27/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer27/summary.json
28,0.980345,5686,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer28,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer28/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer28/summary.json
29,0.982241,5697,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer29,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer29/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer29/summary.json
30,0.981552,5693,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer30,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer30/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer30/summary.json
31,0.984655,5711,5800,meta-llama/Llama-2-7b-chat-hf,jailbroken_harmbench_Llama-2-7b,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/llama/jailbroken_harmbench_Llama-2-7b.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer31,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer31/results.jsonl,./outputs/llama_jailbroken/meta-llama-Llama-2-7b-chat-hf_jailbroken_harmbench_Llama-2-7b_layer31/summary.json
