layer,refusal_rate,refusals,total_samples,model,dataset,input_source,run_dir,results_jsonl,summary_json
10,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer10,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer10/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer10/summary.json
11,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer11,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer11/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer11/summary.json
12,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer12,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer12/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer12/summary.json
13,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer13,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer13/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer13/summary.json
14,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer14,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer14/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer14/summary.json
15,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer15,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer15/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer15/summary.json
16,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer16,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer16/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer16/summary.json
17,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer17,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer17/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer17/summary.json
18,1.0,200,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer18,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer18/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer18/summary.json
19,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer19,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer19/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer19/summary.json
20,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer20,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer20/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer20/summary.json
21,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer21,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer21/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer21/summary.json
22,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer22,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer22/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer22/summary.json
23,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer23,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer23/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer23/summary.json
24,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer24,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer24/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer24/summary.json
25,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer25,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer25/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer25/summary.json
26,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer26,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer26/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer26/summary.json
27,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer27,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer27/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer27/summary.json
28,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer28,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer28/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer28/summary.json
29,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer29,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer29/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer29/summary.json
30,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer30,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer30/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer30/summary.json
31,0.995,199,200,mistralai/Mistral-7B-Instruct-v0.2,pair_harmbench_mistral-7b-instruct-v0.2.jsonl,/disk/solidlab-server/lclhome/mmia001/jslm/Data/Eval/harmbench/mistral/pair_harmbench_mistral-7b-instruct-v0.2.jsonl.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer31,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer31/results.jsonl,./outputs/mistral_pair/mistralai-Mistral-7B-Instruct-v0.2_pair_harmbench_mistral-7b-instruct-v0.2.jsonl_layer31/summary.json
